iata,lat,lon
CYW,20.54599953,-100.887001
CZM,20.5223999,-86.92559814
CUA,25.05380058,-111.6149979
MMC,22.74317741,-99.01737213
DGO,24.12420082,-104.5279999
TPQ,21.41950035,-104.8430023
ESE,31.79529953,-116.6029968
GDL,20.52179909,-103.310997
GYM,27.96899986,-110.9250031
GUB,28.02610016,-114.0240021
TCN,18.49720001,-97.41989899
HMO,29.09589958,-111.0479965
CLQ,19.27700043,-103.5770035
ISJ,21.24500084,-86.73999786
SLW,25.54949951,-100.9290009
IZT,16.44930077,-95.09369659
JAL,19.47509956,-96.79750061
AZP,19.57480049,-99.2888031
LZC,18.00169945,-102.2210007
LMM,25.68519974,-109.0810013
BJX,20.99349976,-101.4810028
LAP,24.0727005,-110.3619995
LTO,25.98920059,-111.3479996
MAM,25.76989937,-97.52529907
MID,20.93700027,-89.65769959
MUG,26.89731026,-111.95755
MXL,32.63059998,-115.2419968
MLM,19.84989929,-101.0250015
MTT,18.10339928,-94.58070374
LOV,26.95569992,-101.4700012
MEX,19.43630028,-99.07209778
MTY,25.7784996,-100.1070023
MZT,23.16139984,-106.2659988
NOG,31.22610092,-110.9759979
NLD,27.44389915,-99.57050323
OAX,16.99990082,-96.72660065
PAZ,20.60269928,-97.46080017
PBC,19.15810013,-98.37139893
PPE,31.3562023,-113.5256767
PDS,28.62739944,-100.5350037
PCO,23.575011,-109.535826
UPN,19.39669991,-102.0390015
PQM,17.53339958,-91.98449707
PVR,20.68009949,-105.2539978
PXM,15.87689972,-97.0891037
QRO,20.61730003,-100.185997
REX,26.00889969,-98.22850037
SZT,16.69029999,-92.53009796
SJD,23.15180016,-109.7210007
SFH,30.93020058,-114.8089981
SLP,22.25429916,-100.9309998
TRC,25.56830025,-103.4110031
TIJ,32.54109955,-116.9700012
TAM,22.29640007,-97.86589813
TSL,22.03829956,-98.8065033
TLC,19.33709908,-99.56600189
TAP,14.79430008,-92.37000275
WIX,19.58390045,-103.3840027
CUN,21.03650093,-86.87709808
VSA,17.99699974,-92.81739807
VER,19.14590073,-96.18730164
ZCL,22.89710045,-102.6869965
ZIH,17.60160065,-101.4609985
ZMM,20.04500008,-102.276001
ZLO,19.14480019,-104.5589981
BEF,11.99100018,-83.77410126
BZA,13.94999981,-84.59999847
RNI,12.16289997,-83.063797
MGA,12.14150047,-86.16819763
NVG,11.66666698,-84.44999695
PUZ,14.0472002,-83.38670349
RFS,13.88969994,-84.4088974
NCR,11.13339996,-84.76999664
SIU,13.72722244,-84.77777863
WSP,14.73919964,-83.9693985
BOC,9.340849876,-82.25080109
CTD,7.987840176,-80.40969849
CHX,9.458640099,-82.51679993
DAV,8.390999794,-82.43499756
ONX,9.356639862,-79.86740112
BLB,8.914790154,-79.59960175
JQE,7.517779827,-78.15720367
PLP,8.406669617,-78.14170074
PAC,8.973340035,-79.55560303
SYP,8.085599899,-80.94529724
PTY,9.071359634,-79.38349915
NBL,9.44960022,-78.97949982
FON,10.47799969,-84.6344986
TTQ,10.56900024,-83.51480103
BAI,9.163610458,-83.32990265
BCL,10.76869965,-83.58560181
CSC,10.41399956,-85.09169769
OTR,8.601559639,-82.96859741
RIK,9.870510101,-85.48139954
TNO,10.35569954,-85.85289764
DRK,8.71889019,-83.64170074
FMG,10.41860008,-85.78269959
GLF,8.654009819,-83.18219757
GPL,10.21720028,-83.79699707
PBP,9.856109619,-85.3707962
LIR,10.59329987,-85.54440308
LSL,11.03530025,-84.70610046
LIO,9.957960129,-83.02200317
NCT,10.13939953,-85.44580078
NOB,9.976490021,-85.65299988
SJO,9.993860245,-84.20880127
PJM,8.533329964,-83.30000305
PMZ,8.951029778,-83.46859741
SYQ,9.957050324,-84.13980103
XQP,9.443160057,-84.12979889
RFR,10.32740021,-83.88760376
PLD,10.25,-85.41699982
TOO,8.826109886,-82.95890045
TMU,9.738519669,-85.01380157
UPL,10.89220047,-85.0161972
SAL,13.44089985,-89.05570221
CYA,18.27109909,-73.78829956
CAP,19.7329998,-72.19470215
JAK,18.24110031,-72.51850128
JEE,18.66309929,-74.17030334
PAP,18.57999992,-72.29250336
PAX,19.93359947,-72.84860229
BCA,20.36529922,-74.5062027
BWW,22.62129974,-79.14720154
BYM,20.39640045,-76.62139893
AVI,22.02709961,-78.78959656
CCC,22.46100044,-78.32839966
CFG,22.14999962,-80.41419983
CYO,21.61650085,-81.54599762
CMW,21.42029953,-77.84750366
QCO,22.71109962,-80.92279816
SCU,19.96980095,-75.83540344
NBW,19.90649986,-75.20709991
GAO,20.08530045,-75.15830231
HAV,22.98920059,-82.40910339
HOG,20.78560066,-76.31510162
VRO,23.12400055,-81.3015976
LCL,22.33609962,-83.64189911
UMA,20.25060081,-74.15049744
MJG,22.23080063,-79.06220245
MOA,20.65390015,-74.92220306
MZO,20.28809929,-77.08920288
QSN,22.7560997,-81.92089844
ICR,20.68860054,-75.53150177
GER,21.83469963,-82.78379822
UPB,23.03280067,-82.57939911
QPD,22.42140007,-83.67839813
SNU,22.49220085,-79.94360352
SNJ,22.09530067,-84.15200043
SZJ,21.64249992,-82.95510101
USS,21.97039986,-79.44270325
TND,21.78829956,-79.99720001
VRA,23.03440094,-81.43530273
VTU,20.98760033,-76.93579865
CYB,19.68700027,-79.88279724
LYB,19.66699982,-80.09999847
GCM,19.2928009,-81.35769653
MAY,24.28770065,-77.68460083
ASD,24.69790077,-77.79560089
COX,24.15870094,-77.58979797
MHH,26.51140022,-77.08350372
SAQ,25.05380058,-78.0490036
AXP,22.44179916,-73.97090149
TCB,26.74530029,-77.39129639
WKR,27.26670074,-78.39969635
CCZ,25.41710091,-77.88089752
GHC,25.73830032,-77.84010315
BIM,25.69989967,-79.26470184
ATC,24.62940025,-75.67379761
CAT,24.31529999,-75.45230103
CXY,25.60000038,-79.26699829
CRI,22.74559975,-74.18240356
PWN,22.82970047,-74.34609985
GGT,23.56259918,-75.87799835
ELH,25.47489929,-76.6835022
GHB,25.28470039,-76.33100128
NMC,24.59429932,-76.82019806
RSD,24.89507873,-76.17688179
TYM,24.16909981,-76.43910217
FPO,26.55870056,-78.69560242
WTD,26.68530083,-78.97499847
IGA,20.97500038,-73.66690063
LGI,23.17900085,-75.09359741
SML,23.5823168,-75.26862144
MYG,22.37949944,-73.0134964
NAS,25.03899956,-77.46620178
PID,25.08300018,-77.30000305
DCT,22.18180084,-75.72949982
RCY,23.68440056,-74.8361969
ZSA,24.06329918,-74.52400208
BZE,17.53910065,-88.30819702
AIT,-18.83090019,-159.7640076
AIU,-19.96780014,-158.1190033
MGS,-21.89598656,-157.906662
MHX,-10.3767004,-161.0019989
MUK,-20.13610077,-157.3450012
MOI,-19.84250069,-157.7030029
PYE,-9.014369965,-158.0324097
RAR,-21.20269966,-159.8059998
ICI,-17.74329948,-179.3419952
BFJ,-17.53505556,177.6809167
NAN,-17.7553997,177.4429932
PTF,-17.7779007,177.1970062
KDV,-19.05809975,178.1569977
MNF,-17.67309952,177.0980072
MFJ,-18.56669998,179.951004
SUV,-18.04330063,178.5590057
LEV,-17.71109962,178.7590027
NGI,-18.11560059,179.3399963
LUC,-16.74810028,-179.6670074
LKB,-18.19919968,-178.8170013
LBS,-16.4666996,179.3399963
TVU,-16.69059944,-179.8769989
KXF,-17.3458004,179.4219971
RTA,-12.48250008,177.0709991
SVU,-16.80279922,179.3410034
VAU,-17.5,177.8419952
KAY,-17.61700058,179.0169983
ONU,-20.64999962,-178.6999969
YAS,-16.75889969,177.5449982
EUA,-21.37829971,-174.9579926
TBU,-21.24119949,-175.1499939
HPA,-19.77700043,-174.3410034
Niu,-15.57079983,-175.6329956
NTT,-15.97733765,-173.7910295
VAV,-18.58530045,-173.9620056
VBV,-17.2689991,-178.9759979
VTF,-18.51250076,177.6390076
ABF,1.798609972,173.0410004
BEZ,-1.354719997,176.0070038
FUN,-8.525,179.195999
KUC,0.218611002,173.4420013
MNK,1.003610015,173.0310059
MZK,2.058609963,173.2709961
MTK,3.374439955,172.9920044
NIG,-1.314440012,176.4100037
OOT,-1.796110034,175.526001
TRW,1.381639957,173.1470032
AEA,0.490833014,173.8289948
TBF,-1.224470019,174.776001
TMN,-2.485830069,175.9700012
NON,-0.63972199,174.4279938
AIS,-2.616110086,176.8029938
TSU,-1.474439979,175.0639954
BBG,3.085829973,172.8110046
AAK,0.185277998,173.6369934
IUE,-19.07903099,-169.9255981
FUT,-14.31140041,-178.0659943
WLS,-13.23830032,-176.1990051
OFU,-14.1843996,-169.6699982
AAU,-13.50580025,-172.628006
APW,-13.82999992,-172.0079956
FGI,-13.84869957,-171.7400055
FTI,-14.21720028,-169.4250031
MXS,-13.74230003,-172.2579956
PPG,-14.33100033,-170.7100067
PPT,-17.55369949,-149.6069946
RUR,-22.4340992,-151.3609924
TUB,-23.36540031,-149.5240021
RVV,-23.8852005,-147.6620026
AAA,-17.3526001,-145.5099945
FGU,-15.81989956,-140.8869934
TIH,-15.1196003,-148.2310028
APK,-15.57359982,-146.4149933
REA,-18.46590042,-136.4400024
FAV,-16.05410004,-145.6569977
HHZ,-17.54470062,-142.6139984
XMH,-14.4368,-146.0700073
GMR,-23.07990074,-134.8899994
KKR,-15.66329956,-146.8849945
MKP,-16.58390045,-143.6580048
NAU,-14.17679977,-141.2669983
TKV,-17.3553009,-138.4450073
PKP,-14.80949974,-138.8130035
PUK,-18.29560089,-137.0169983
TKP,-14.70950031,-145.2460022
AXR,-15.2482996,-146.6170044
MVT,-14.86810017,-148.7169952
NUK,-19.28499985,-138.7720032
ZTA,-20.78969955,-138.5700073
AHE,-14.42809963,-146.2570038
KHZ,-15.78079987,-145.1239929
FAC,-16.68670082,-145.3289948
FHZ,-15.9921999,-140.1649933
RKA,-15.48530006,-145.4700012
RRR,-16.045,-142.476944
TKX,-14.45580006,-145.0249939
NHV,-8.795599937,-140.2290039
AUQ,-9.768790245,-139.0110016
UAP,-9.351670265,-140.0780029
UAH,-8.936109543,-139.552002
BOB,-16.44440079,-151.7510071
TTI,-17.01329994,-149.5870056
RGI,-14.95429993,-147.6609955
HUH,-16.68720055,-151.0220032
MOZ,-17.48999977,-149.7619934
HOI,-18.07480049,-140.9459991
MAU,-16.42650032,-152.2440033
RFP,-16.72290039,-151.4660034
VHZ,-18.78000069,-138.8529968
MTV,-13.66600037,167.7120056
SLH,-13.85169983,167.5370026
TOH,-13.32800007,166.6380005
EAE,-17.09029961,168.3430023
CCV,-16.26499939,167.923996
LOD,-15.30669975,167.9669952
SSR,-15.4708004,168.1519928
PBJ,-16.43899918,168.2570038
LPM,-16.45400047,167.822998
LNB,-16.58419991,168.1589966
MWF,-15,168.0829926
LNE,-15.86559963,168.1719971
NUS,-16.07970047,167.401001
ZGU,-14.21809959,167.5870056
RCL,-15.47200012,167.8350067
SON,-15.50500011,167.2200012
TGH,-16.89109993,168.5509949
ULB,-16.3297,168.3011
VLS,-16.79610062,168.177002
WLH,-15.4119997,167.6909943
SWJ,-16.4864,167.4472
OLJ,-14.88169956,166.5579987
AUY,-20.24920082,169.7709961
AWD,-19.23999977,169.6049957
DLY,-18.76939964,169.0010071
FTA,-19.51639938,170.2319946
IPA,-18.856389,169.283333
UIQ,-17.54000092,168.4420013
VLI,-17.69930077,168.3200073
TAH,-19.45509911,169.223999
TGJ,-21.09609985,167.8040009
BMY,-19.72060013,163.6609955
KNQ,-21.05430031,164.8370056
ILP,-22.58889961,167.4559937
HLU,-21.25639915,165.6170044
KOC,-20.54630089,164.2559967
LIF,-20.77479935,167.2400055
GEA,-22.25830078,166.4730072
IOU,-22.45999908,166.7830048
PUV,-20.28919983,164.098999
PDC,-21.31640053,164.9989929
MEE,-21.4817009,168.0379944
TOU,-20.79000092,165.2590027
UVE,-20.6406002,166.572998
NOU,-22.01460075,166.2129974
AKL,-37.0080986,174.7920074
TUO,-38.73970032,176.0839996
AMZ,-37.02970123,174.9730072
ASG,-43.90330124,171.7969971
CHC,-43.48939896,172.5319977
CHT,-43.81000137,-176.4570007
CMV,-36.79169846,175.5090027
DGR,-35.93970108,173.8939972
DUD,-45.92810059,170.197998
WHO,-43.36309814,170.1340027
GBZ,-36.24140167,175.4720001
GMN,-42.46170044,171.1900024
GIS,-38.66329956,177.9779968
GTN,-43.90670013,170.128006
HKK,-42.71360016,170.9850006
HLZ,-37.86669922,175.3320007
WIK,-36.80889893,175.0859985
KBZ,-42.42499924,173.6049957
KKE,-35.26279831,173.9120026
KKO,-35.4510994,173.8170013
KAT,-35.06999969,173.2850037
ALR,-45.21170044,169.3730011
MTA,-37.7344017,175.7420044
MON,-43.76499939,170.1329956
MFN,-44.6733017,167.9230042
MZP,-41.12329865,172.9889984
TEU,-45.53310013,167.6499939
MRO,-40.97330093,175.6340027
NPL,-39.00859833,174.1790009
NPE,-39.46580124,176.8699951
NSN,-41.2983017,173.220993
IVC,-46.41239929,168.3130035
OHA,-40.20600128,175.3880005
OAM,-44.97000122,171.0820007
PMR,-40.3205986,175.6170044
PCN,-41.34609985,173.9559937
PPQ,-40.90470123,174.9889984
ZQN,-45.02109909,168.7389984
RAG,-37.80469894,174.8600006
SZS,-46.89970016,168.1009979
ROT,-38.10919952,176.3170013
TRG,-37.6719017,176.1959991
TMZ,-37.15670013,175.5500031
KTF,-40.81330109,172.7749939
TKZ,-38.23669815,175.8919983
THH,-38.18109894,174.7079926
TIU,-44.30279922,171.2250061
TWZ,-44.23500061,170.1179962
BHE,-41.5182991,173.8699951
WKA,-44.72219849,169.2460022
WHK,-37.92060089,176.9140015
WLG,-41.32720184,174.8049927
WIR,-39.00690079,177.4069977
WRE,-35.7682991,174.3650055
WSZ,-41.73809814,171.5809937
WTZ,-36.83169937,175.6790009
WAG,-39.96220016,175.0249939
BIN,34.81700134,67.81700134
BST,31.55970001,64.36499786
CCN,34.53300095,65.26699829
DAZ,38.46110153,70.88249969
FAH,32.36700058,62.18299866
FBD,37.12110138,70.51809692
KWH,37.88299942,70.21700287
HEA,34.20999908,62.22829819
OAI,34.94609833,69.26499939
JAA,34.39979935,70.49859619
KBL,34.5658989,69.21230316
KDH,31.50580025,65.84780121
KHT,33.33340073,69.95200348
MMZ,35.93080139,64.7609024
MZR,36.70690155,67.20970154
LQN,34.98500061,63.11780167
OAS,33.12575,68.838517
OAH,33.3913002,62.26100159
SGA,37.56700134,71.5
TII,32.60419846,65.86579895
UND,36.6651001,68.91079712
OAZ,31.86380005,64.22460175
ZAJ,30.972222,61.865833
BAH,26.27079964,50.63359833
AHB,18.24040031,42.65660095
HOF,25.2852993,49.48519897
ABT,20.29610062,41.63430023
BHH,19.9843998,42.6208992
DMM,26.47120094,49.79790115
DHA,26.26539993,50.15200043
DWD,24.5,44.40000153
GIZ,16.90110016,42.58580017
ELQ,26.30279922,43.7743988
URY,31.41189957,37.27949905
HAS,27.43790054,41.68629837
QJB,27.03899956,49.40510178
JED,21.67959976,39.15650177
HBT,27.90089989,45.52819824
KMX,18.29730034,42.80350113
MED,24.55340004,39.70510101
EAM,17.6114006,44.4192009
AQI,28.33519936,46.12509918
AKH,24.06270027,47.58050156
RAH,29.62639999,43.49060059
RUH,24.95759964,46.69879913
RAE,30.90660095,41.13819885
XXN,24.70980072,46.72520065
SHW,17.46689987,47.12139893
AJF,29.78510094,40.09999847
SLF,20.4647007,45.61959839
TUU,28.36540031,36.6189003
TIF,21.48340034,40.54430008
TUI,31.69269943,38.73120117
WAE,20.50429916,45.19960022
EJH,26.19860077,36.47639847
YNB,24.14419937,38.06340027
ZUL,26.35000038,44.83300018
ABD,30.37109947,48.22829819
DEF,32.43439865,48.39759827
OMI,30.83519936,49.53490067
MRX,30.55620003,49.15190125
AWZ,31.33740044,48.76200104
AEU,25.8757,55.03300095
BUZ,28.94479942,50.83459854
AOY,27.48139954,52.6155014
KNR,27.82049942,52.35219955
KIH,26.52619934,53.98020172
BDH,26.53199959,54.82479858
YEH,27.37960052,52.73770142
KHK,29.26029968,50.32389832
SXI,25.90889931,54.53939819
LVP,26.81030083,53.35630035
KSH,34.34590149,47.15810013
IIL,33.58660126,46.40480042
KHD,33.4353981,48.28290176
SDG,35.2458992,47.00920105
IFH,32.92890167,51.56110001
IFN,32.75080109,51.86130142
CQD,32.29719925,50.84220123
RAS,37.323333,49.617778
HDM,34.86920166,48.55250168
AJK,34.13809967,49.84730148
IKA,35.41609955,51.15219879
THR,35.68920136,51.31340027
BND,27.21829987,56.37779999
KER,30.27440071,56.9510994
BXR,29.08419991,58.45000076
HDR,27.1583004,56.17250061
RJN,30.29770088,56.05110168
SYJ,29.55089951,55.67269897
XBJ,32.89810181,59.26610184
CKT,36.50120163,61.06489944
RUD,36.4253006,55.10419846
MHD,36.23519897,59.64099884
BJB,37.49300003,57.30820084
AFZ,36.16809845,57.59519959
TCX,33.6678009,56.8927002
BBL,36.72000122,52.65000153
GBT,36.90940094,54.40129852
BSM,36.65510178,52.34960175
NSH,36.66329956,51.46469879
RZR,36.90990067,50.67959976
SRY,36.63579941,53.1935997
FAZ,28.89179993,53.72330093
LRR,27.67469978,54.38330078
SYZ,29.53919983,52.58980179
KHY,38.42750168,44.97359848
ADU,38.32569885,48.42440033
ACP,37.34799957,46.12789917
PFQ,39.60359955,47.88150024
OMH,37.66809845,45.06869888
TBZ,38.13389969,46.23500061
AZD,31.9048996,54.2765007
ACZ,31.09830093,61.54389954
ZBR,25.44330025,60.38209915
ZAH,29.47570038,60.90620041
AMM,31.72260094,35.99319839
ADJ,31.97270012,35.99160004
AQJ,29.61160088,35.01810074
OMF,32.35639954,36.25920105
DWN,35.44919968,-97.53309631
KWI,29.22660065,47.96889877
BEY,33.82089996,35.48839951
KYE,34.58929825,36.01129913
AUH,24.43300056,54.65110016
AZI,24.42830086,54.45809937
AAN,24.26169968,55.60919952
DHF,24.24819946,54.54769897
DXB,25.25279999,55.36439896
NHD,25.02680016,55.36619949
DWC,24.89666667,55.16138889
FJR,25.11219978,56.32400131
RKT,25.6135006,55.93880081
SHJ,25.32859993,55.51720047
RMB,24.2329998,55.78300095
FAU,22.35475932,56.48414612
RNM,21.38299942,57.04999924
KHS,26.17099953,56.24060059
LKW,22.80498468,55.37336826
MSH,20.67539978,58.89049912
MCT,23.59329987,58.28440094
OMM,18.13599968,55.18209839
SLL,17.0387001,54.09130096
SUH,22.53300095,59.48300171
TTH,17.66600037,54.02460098
DDU,26.74080086,67.66660309
AAW,34.20000076,73.25
BHW,32.05609894,72.9484024
BNP,32.97290039,70.5279007
WGB,29.94630051,73.24909973
BHV,29.34810066,71.71800232
CJL,35.88660049,71.80059814
CHB,35.42670059,74.08170319
DBA,28.87829971,64.39980316
DEA,29.96100044,70.48590088
DSK,31.90940094,70.89659882
LYP,31.36499977,72.99479675
GWD,25.23329926,62.32949829
GIL,35.91880035,74.33360291
JAG,28.28420067,68.4496994
JIW,25.06780052,61.80540085
KHI,24.90649986,67.16079712
HDD,25.31809998,68.3660965
KDD,27.79059982,66.64730072
KBH,29.13333321,66.51667023
OHT,33.56999969,71.44000244
LHE,31.52160072,74.4036026
LRG,30.35549927,68.6135025
XJM,33.05009842,73.63839722
MFG,34.3390007,73.50859833
MWD,32.56309891,71.5707016
MJD,27.33519936,68.14309692
MPD,25.68250084,69.07279968
MUX,30.20319939,71.4190979
WNS,26.21940041,68.39009857
NHS,29.53899956,66.02330017
ORW,25.27470016,64.58599854
PAJ,33.90209961,70.07160187
PJG,26.9545002,64.13249969
PSI,25.29050064,63.3451004
PEW,33.9939003,71.51460266
UET,30.25139999,66.93779755
RYK,28.38389969,70.27960205
ISB,33.61669922,73.09919739
RAZ,33.84970093,73.79810333
SBQ,29.57119942,67.84790039
KDU,35.33549881,75.53600311
SKZ,27.72200012,68.79170227
SYW,26.47310066,67.71720123
SGI,32.04859924,72.66500092
SDT,34.81359863,72.35279846
SKT,32.53555679,74.3638916
SUL,28.64509964,69.17690277
SWN,31.88944435,72.39167023
TLB,33.98609924,72.61139679
BDN,24.84149933,68.83840179
TFT,28.96419907,61.59540176
TUK,25.9864006,63.03020096
WAF,32.30469894,69.57039642
PZH,31.35840034,69.46360016
IQA,33.78559875,42.44120026
BMN,37.09880066,43.26660156
BGW,33.26250076,44.23460007
OSB,36.30580139,43.1473999
EBL,36.23759842,43.96319962
KIK,35.4695015,44.34889984
BSR,30.54910088,47.66210175
RQW,35.76720047,43.12509918
ISU,35.5617485,45.31673813
ALP,36.18069839,37.22439957
DAM,33.41149902,36.5155983
DEZ,35.28540039,40.17599869
KAC,37.02059937,41.19139862
LTK,35.40110016,35.94869995
PMS,34.55739975,38.31689835
DOH,25.26110077,51.56510162
IUD,25.11730003,51.31499863
ADE,12.8295002,45.02880096
AXK,14.55130005,46.82619858
BHN,14.78199959,45.7201004
AAY,16.19169998,52.17499924
HOD,14.75300026,42.97629929
MYN,15.46920013,45.32690048
IHN,15.41699982,51.68299866
RIY,14.66259956,49.375
SYE,16.96699905,43.73300171
SAH,15.47630024,44.21969986
SCT,12.63070011,53.90579987
GXF,15.96609974,48.78829956
TAI,13.68599987,44.13909912
AKB,52.22029877,-174.2059937
PML,56.00600052,-160.5610046
PAQ,61.59489822,-149.0890045
BTI,70.13400269,-143.5820007
BET,60.77980042,-161.8379974
BVU,61.17219925,-151.0440063
BIG,63.99449921,-145.7220001
BKC,65.9815979,-161.1490021
BMX,59.36119843,-155.2590027
BRW,71.28540039,-156.7660065
BTT,66.91390228,-151.529007
CDB,55.20610046,-162.7250061
CEM,65.57379913,-144.7830048
CHU,61.57910156,-159.2160034
CIK,66.64499664,-143.7400055
SCM,61.84529877,-165.5709991
IRC,65.83049774,-144.076004
CDV,60.4917984,-145.4779968
CZF,61.78030014,-166.0390015
DRG,66.06960297,-162.7660065
RDB,68.03209686,-162.8990021
ADK,51.87799835,-176.6459961
DLG,59.04470062,-158.5050049
ADQ,57.75,-152.4940033
DUT,53.90010071,-166.5440063
EDF,61.25099945,-149.8070068
EEK,60.21367264,-162.0438843
EHM,58.64640045,-162.0630035
EIL,64.66570282,-147.102005
EMK,62.78609848,-164.4909973
ENA,60.57310104,-151.2449951
FAI,64.81510162,-147.8560028
FBK,64.83750153,-147.6139984
AFE,56.96139908,-133.9100037
ABL,67.10630035,-157.8569946
FMC,65.92700195,-149.8399963
GAL,64.73619843,-156.9369965
GKN,62.1548996,-145.4570007
GLV,64.55049896,-163.0070038
GAM,63.76679993,-171.7330017
GST,58.4253006,-135.7070007
SGY,59.46009827,-135.3159943
GMT,65.40209961,-161.2810059
HCR,62.18830109,-159.7749939
HNE,61.90140152,-147.3040009
HNS,59.24380112,-135.5240021
HOM,59.64559937,-151.477005
HPB,61.52389908,-166.1470032
SHX,62.69229889,-159.5690002
IGG,59.32400131,-155.9019928
EGX,58.1855011,-157.375
IAN,66.97599792,-160.4369965
ILI,59.75439835,-154.9109955
UTO,65.99279785,-153.7039948
WAA,65.62259674,-168.0950012
JNU,58.35499954,-134.576004
KFP,54.84740067,-163.4100037
AKK,56.93870163,-154.1829987
KKA,64.9394989,-161.154007
AKN,58.67679977,-156.6490021
IKO,52.9416008,-168.848999
AKP,68.13359833,-151.7429962
KTN,55.35559845,-131.7140045
UUK,70.33080292,-149.5980072
KAL,64.31909943,-158.7409973
AKW,55.57920074,-133.076004
KYK,57.56710052,-154.4499969
KLG,61.53630066,-160.3410034
PTA,60.20429993,-154.3190002
LNI,70.91069794,-153.2420044
DQH,70.34429932,-150.9450073
LUR,68.87509918,-166.1100006
KMO,58.99020004,-159.0500031
MCG,62.95289993,-155.6060028
MLY,64.99759674,-150.6439972
MOU,62.09540176,-163.6820068
MRI,61.21350098,-149.8439941
MYU,60.37139893,-166.2709961
WNA,60.69029999,-161.9790039
ANC,61.17440033,-149.9960022
ANI,61.58160019,-159.5429993
ENN,64.54730225,-149.0740051
ANN,55.04240036,-131.5720062
ANV,62.64670181,-160.1909943
KNW,59.44990158,-157.3280029
OBU,66.91230011,-156.8970032
PCA,58.90650177,-157.7140045
HNH,58.09609985,-135.4100037
OME,64.5121994,-165.4450073
OOK,60.54140091,-165.0870056
ORT,62.9612999,-141.9290009
OTZ,66.88469696,-162.598999
PBV,56.57830048,-169.6620026
KPC,65.25370026,-166.8589935
PSG,56.80170059,-132.9450073
PTH,56.95909882,-158.6329956
PKA,60.70289993,-161.7779999
PTU,59.01139832,-161.8200073
PIP,57.58039856,-157.5720062
PHO,68.34880066,-166.798996
NUI,70.20999908,-151.0059967
ARC,68.11470032,-145.5789948
RBY,64.72720337,-155.4700012
SVA,63.68640137,-170.4929962
SCC,70.19470215,-148.4649963
SDP,55.31499863,-160.522995
SHH,66.24960327,-166.0890045
SIT,57.04710007,-135.3619995
SQL,61.70050049,-157.1660004
KSM,62.0605011,-163.302002
SNP,57.16730118,-170.2200012
SMU,61.81200027,-147.5070038
UMM,63.33150101,-149.1269989
SVW,61.09740067,-155.5740051
SXQ,60.47570038,-151.0339966
SYA,52.71229935,174.1139984
TAL,65.17440033,-152.1089935
TNC,65.56310272,-167.9219971
TOG,59.05279922,-160.3970032
TKJ,63.303333,-143.001111
TLJ,62.89440155,-155.977005
ATK,70.46730042,-157.4360046
AUK,62.68004227,-164.6599274
UMT,69.37110138,-152.1360016
UNK,63.88840103,-160.798996
VAK,61.5409,-165.6005
KVC,55.11629868,-162.2660065
VDZ,61.13389969,-146.2480011
VEE,67.00869751,-146.3659973
KVL,67.73619843,-164.5630035
WBQ,66.36219788,-147.4069977
SWD,60.12689972,-149.4190063
WRG,56.48429871,-132.3699951
AIN,70.63800049,-159.9949951
WTK,67.56610107,-162.9750061
IYS,61.57170105,-149.5399933
YAK,59.50329971,-139.6600037
CIS,-2.76812005,-171.7100067
AKI,60.9029007,-161.2310028
AET,66.55180359,-152.621994
NCN,60.07730103,-147.9920044
CLP,58.83369827,-158.529007
ELI,64.61470032,-162.2720032
KNK,59.43320084,-154.8040009
KOT,63.0306015,-163.5330048
KYU,64.87609863,-157.727005
KWT,60.79029846,-161.4440002
ORV,66.81790161,-161.0189972
SKK,64.37110138,-161.223999
WSN,58.70339966,-157.0079956
FYU,66.57150269,-145.25
ROP,14.17430019,145.2429962
SPN,15.11900043,145.7290039
Mar,13.58399963,144.9299927
GUM,13.48340034,144.7960052
TIQ,14.99919987,145.6190033
BKH,22.02280045,-159.7850037
HDH,21.5795002,-158.1970062
HHI,21.48349953,-158.0399933
HNM,20.79560089,-156.0140076
JHM,20.96290016,-156.6730042
JRF,21.30739975,-158.0700073
KOA,19.73880005,-156.0460052
LIH,21.97599983,-159.3390045
LUP,21.21100044,-156.973999
MKK,21.1529007,-157.095993
MUE,20.00130081,-155.6679993
HNL,21.31870079,-157.9219971
LNY,20.78560066,-156.951004
OGG,20.89859962,-156.4299927
PAK,21.89690018,-159.6029968
BSF,19.76009941,-155.5540009
ITO,19.72139931,-155.0480042
UPP,20.26530075,-155.8600006
ENT,11.34070015,162.3280029
MAJ,7.064760208,171.2720032
KIA,5.172754765,-59.49148178
KWA,8.72012043,167.7319946
CXI,1.98616004,-157.3500061
TNV,3.89944005,-159.3890076
MDY,28.20170021,-177.3809967
PIZ,69.73290253,-163.0050049
TKK,7.461870194,151.8430023
PNI,6.985099793,158.2089996
ROR,7.367650032,134.5440063
KSA,5.356979847,162.9579926
YAP,9.49890995,138.0829926
AWK,19.28210068,166.6360016
KNH,24.42790031,118.3590012
LZN,26.15979958,119.9580002
TTT,22.75499916,121.1019974
GNI,22.6739006,121.4660034
KHH,22.57710075,120.3499985
CYI,23.46179962,120.3929977
HCN,22.04109955,120.7300034
TXG,24.18630028,120.6539993
KYD,22.02700043,121.5350037
RMQ,24.26469994,120.6210022
MFK,26.2241993,120.0029984
TNN,22.9503994,120.2060013
MZG,23.56870079,119.6279984
PIF,22.70019913,120.4820023
TSA,25.06940079,121.552002
TPE,25.07769966,121.2330017
