icao,iata,name,city,state,country,elevation,lat,lon,tz
HTSU,SUT,Sumbawanga Airport,Sumbawanga,Rukwa,TZ,5920,-7.967000008,31.66699982,Africa/Dar_es_Salaam
HTSY,SHY,Shinyanga Airport,Shinyanga,Shinyanga,TZ,3800,-3.6093,33.5035,Africa/Dar_es_Salaam
HTTB,TBO,Tabora Airport,Tabora,Tabora,TZ,3868,-5.07638979,32.83330154,Africa/Dar_es_Salaam
HTTG,TGT,Tanga Airport,Tanga,Tanga,TZ,129,-5.09236002,39.07120132,Africa/Dar_es_Salaam
HTZA,ZNZ,Zanzibar Airport,Kiembi Samaki,Zanzibar-Urban/West,TZ,54,-6.222020149,39.22489929,Africa/Dar_es_Salaam
HUAR,RUA,Arua Airport,Arua,Northern-Region,UG,3951,3.049999952,30.91699982,Africa/Kampala
HUEN,EBB,Entebbe International Airport,Kampala,Central-Region,UG,3782,0.042385999,32.44350052,Africa/Kampala
HUGU,ULU,Gulu Airport,Gulu,Northern-Region,UG,3510,2.805560112,32.27180099,Africa/Kampala
HUJI,JIN,Jinja Airport,Jinja,Eastern-Region,UG,3855,0.449999988,33.20000076,Africa/Kampala
HUKF,KBG,Kabalega Falls Airport,Kabalega Falls,Northern-Region,UG,2365,2.326390028,31.49780083,Africa/Kampala
HUKS,KSE,Kasese Airport,Kasese,Western-Region,UG,3146,0.182999998,30.10000038,Africa/Kampala
HUMA,MBQ,Mbarara Airport,Mbarara,Western-Region,UG,4600,-0.555278003,30.59939957,Africa/Kampala
HUMI,KCU,Masindi Airport,Masindi,Western-Region,UG,3850,1.758059979,31.73670006,Africa/Kampala
HUPA,PAF,Pakuba Airport,,Western-Region,UG,0,2.202222,31.554444,Africa/Kampala
HUSO,SRT,Soroti Airport,Soroti,Eastern-Region,UG,3697,1.727689982,33.62279892,Africa/Kampala
HUTO,TRY,Tororo Airport,Tororo,Eastern-Region,UG,3840,0.683000028,34.16699982,Africa/Kampala
K00C,AMK,Animas Air Park,Durango,Colorado,US,6684,37.20320129,-107.8690033,America/Denver
K00F,BDX,Broadus Airport,Broadus,Montana,US,3280,45.47249985,-105.4540024,America/Denver
K0B8,FID,Elizabeth Field,Fishers Island,New-York,US,9,41.25130081,-72.03160095,America/New_York
K1G4,GCW,Grand Canyon West Airport,Peach Springs,Arizona,US,4825,35.99039841,-113.8160019,America/Phoenix
K1O5,RKC,Montague-Yreka Rohrer Field,Montague,California,US,2527,41.73040009,-122.5459976,America/Los_Angeles
K2O1,GNF,Gansner Field,Quincy,California,US,3415,39.94390106,-120.9449997,America/Los_Angeles
K3S8,GTP,Grants Pass Airport,Grants Pass,Oregon,US,1126,42.51010132,-123.3880005,America/Los_Angeles
K3W7,GCD,Grand Coulee Dam Airport,Electric City,Washington,US,1588,47.92200089,-119.0830002,America/Los_Angeles
K40J,FPY,Perry Foley Airport,Perry,Florida,US,44,30.0692997,-83.58059692,America/New_York
K6S2,FMU,Florence Municipal Airport,Florence,Oregon,US,51,43.98279953,-124.1110001,America/Los_Angeles
K80F,ATE,Antlers Municipal Airport,Antlers,Oklahoma,US,575,34.19260025,-95.64990234,America/Chicago
KAAF,AAF,Apalachicola Regional Airport,Apalachicola,Florida,US,20,29.72750092,-85.02749634,America/New_York
KABE,ABE,Lehigh Valley International Airport,Allentown,Pennsylvania,US,393,40.65209961,-75.44080353,America/New_York
KABI,ABI,Abilene Regional Airport,Abilene,Texas,US,1791,32.41130066,-99.68190002,America/Chicago
KABQ,ABQ,Albuquerque International Sunport Airport,Albuquerque,New-Mexico,US,5355,35.04019928,-106.6090012,America/Denver
KABR,ABR,Aberdeen Regional Airport,Aberdeen,South-Dakota,US,1302,45.44910049,-98.42179871,America/Chicago
KABY,ABY,Southwest Georgia Regional Airport,Albany,Georgia,US,197,31.53549957,-84.19450378,America/New_York
KACB,ACB,Antrim County Airport,Bellaire,Michigan,US,623,44.98860168,-85.1984024,America/Detroit
KACK,ACK,Nantucket Memorial Airport,Nantucket,Massachusetts,US,47,41.25310135,-70.06020355,America/New_York
KACT,ACT,Waco Regional Airport,Waco,Texas,US,516,31.61129951,-97.23049927,America/Chicago
KACV,ACV,Arcata Airport,Arcata/Eureka,California,US,221,40.97809982,-124.1090012,America/Los_Angeles
KACY,ACY,Atlantic City International Airport,Atlantic City,New-Jersey,US,75,39.45759964,-74.57720184,America/New_York
KADG,ADG,Lenawee County Airport,Adrian,Michigan,US,798,41.86769867,-84.07730103,America/Detroit
KADH,ADT,Ada Municipal Airport,Ada,Oklahoma,US,1016,34.8042984,-96.6713028,America/Chicago
KADM,ADM,Ardmore Municipal Airport,Ardmore,Oklahoma,US,777,34.30301,-97.0196342,America/Chicago
KADS,ADS,Addison Airport,Dallas,Texas,US,644,32.96860123,-96.83640289,America/Chicago
KADW,ADW,Andrews Air Force Base,Camp Springs,Maryland,US,280,38.81079865,-76.86699677,America/New_York
KAEL,AEL,Albert Lea Municipal Airport,Albert Lea,Minnesota,US,1260,43.68149948,-93.36720276,America/Chicago
KAEX,AEX,Alexandria International Airport,Alexandria,Louisiana,US,89,31.32740021,-92.54979706,America/Chicago
KAFF,AFF,USAF Academy Airfield,Colorado Springs,Colorado,US,6572,38.96969986,-104.8130035,America/Denver
KAFJ,WSG,Washington County Airport,Washington,Pennsylvania,US,1184,40.13650131,-80.29019928,America/New_York
KAFN,AFN,Jaffrey Airport Silver Ranch Airport,Jaffrey,New-Hampshire,US,1040,42.80509949,-72.00299835,America/New_York
KAFO,AFO,Afton Municipal Airport,Afton,Wyoming,US,6221,42.71120071,-110.9420013,America/Denver
KAFW,AFW,Fort Worth Alliance Airport,Fort Worth,Texas,US,722,32.98759842,-97.31880188,America/Chicago
KAGC,AGC,Allegheny County Airport,Pittsburgh,Pennsylvania,US,1252,40.35440063,-79.93019867,America/New_York
KAGO,AGO,Magnolia Municipal Airport,Magnolia,Arkansas,US,319,33.22800064,-93.21700287,America/Chicago
KAGS,AGS,Augusta Regional At Bush Field,Augusta,Georgia,US,144,33.36989975,-81.96450043,America/New_York
KAHC,AHC,Amedee Army Air Field,Herlong,California,US,4012,40.26620102,-120.1529999,America/Los_Angeles
KAHH,AHH,Amery Municipal Airport,Amery,Wisconsin,US,1088,45.28110123,-92.37539673,America/Chicago
KAHN,AHN,Athens Ben Epps Airport,Athens,Georgia,US,808,33.94860077,-83.32630157,America/New_York
KAIA,AIA,Alliance Municipal Airport,Alliance,Nebraska,US,3931,42.05319977,-102.8040009,America/Denver
KAID,AID,Anderson Municipal Darlington Field,Anderson,Indiana,US,919,40.10860062,-85.61299896,America/Indiana/Indianapolis
KAIK,AIK,Aiken Municipal Airport,Aiken,South-Carolina,US,528,33.6493988,-81.68499756,America/New_York
KAIO,AIO,Atlantic Municipal Airport,Atlantic,Iowa,US,1165,41.40729904,-95.04689789,America/Chicago
KAIV,AIV,George Downer Airport,Aliceville,Alabama,US,150,33.10649872,-88.19779968,America/Chicago
KAIZ,AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,Missouri,US,869,38.09600067,-92.54949951,America/Chicago
KAKO,AKO,Colorado Plains Regional Airport,Akron,Colorado,US,4714,40.17559814,-103.2220001,America/Denver
KAKR,AKC,Akron Fulton International Airport,Akron,Ohio,US,1067,41.03749847,-81.46690369,America/New_York
KALB,ALB,Albany International Airport,Albany,New-York,US,285,42.74829865,-73.80169678,America/New_York
KALI,ALI,Alice International Airport,Alice,Texas,US,178,27.74090004,-98.02690125,America/Chicago
KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,New-Mexico,US,4200,32.83990097,-105.9909973,America/Denver
KALN,ALN,St Louis Regional Airport,Alton/St Louis,Illinois,US,544,38.89030075,-90.04599762,America/Chicago
KALO,ALO,Waterloo Regional Airport,Waterloo,Iowa,US,873,42.55709839,-92.40029907,America/Chicago
KALS,ALS,San Luis Valley Regional Bergman Field,Alamosa,Colorado,US,7539,37.43489838,-105.8669968,America/Denver
KALW,ALW,Walla Walla Regional Airport,Walla Walla,Washington,US,1194,46.09489822,-118.288002,America/Los_Angeles
KAMA,AMA,Rick Husband Amarillo International Airport,Amarillo,Texas,US,3607,35.2193985,-101.7060013,America/Chicago
KAMN,AMN,RPD Airport,Alma,Michigan,US,754,43.32210159,-84.68800354,America/Detroit
KAMW,AMW,Ames Municipal Airport,Ames,Iowa,US,956,41.99200058,-93.62180328,America/Chicago
KANB,ANB,Anniston Metropolitan Airport,Anniston,Alabama,US,612,33.58819962,-85.85810089,America/Chicago
KAND,AND,Anderson Regional Airport,Anderson,South-Carolina,US,782,34.49459839,-82.70939636,America/New_York
KANP,ANP,Lee Airport,Annapolis,Maryland,US,34,38.94290161,-76.56839752,America/New_York
KANQ,ANQ,Tri State Steuben County Airport,Angola,Indiana,US,995,41.63970184,-85.08350372,America/Indiana/Indianapolis
KANW,ANW,Ainsworth Municipal Airport,Ainsworth,Nebraska,US,2589,42.57920074,-99.99299622,America/Chicago
KANY,ANY,Anthony Municipal Airport,Anthony,Kansas,US,1340,37.15850067,-98.07959747,America/Chicago
KAOH,AOH,Lima Allen County Airport,Lima,Ohio,US,975,40.70690155,-84.02670288,America/New_York
KAOO,AOO,Altoona Blair County Airport,Altoona,Pennsylvania,US,1503,40.29639816,-78.31999969,America/New_York
KAPA,APA,Centennial Airport,Denver,Colorado,US,5885,39.57009888,-104.848999,America/Denver
KAPC,APC,Napa County Airport,Napa,California,US,35,38.21319962,-122.2809982,America/Los_Angeles
KAPF,APF,Naples Municipal Airport,Naples,Florida,US,8,26.15259933,-81.77529907,America/New_York
KAPG,APG,Phillips Army Air Field,Aberdeen Proving Grounds(Aberdeen),Maryland,US,57,39.46620178,-76.16880035,America/New_York
KAPH,APH,A P Hill Aaf (Fort A P Hill) Airport,Fort A. P. Hill,Virginia,US,220,38.06890106,-77.31829834,America/New_York
KAPN,APN,Alpena County Regional Airport,Alpena,Michigan,US,690,45.0780983,-83.56030273,America/New_York
KAPT,APT,Marion County Brown Field,Jasper,Tennessee,US,641,35.06069946,-85.58529663,America/Chicago
KAPV,APV,Apple Valley Airport,Apple Valley,California,US,3062,34.57529831,-117.185997,America/Los_Angeles
KARA,ARA,Acadiana Regional Airport,New Iberia,Louisiana,US,24,30.03779984,-91.8839035,America/Chicago
KARB,ARB,Ann Arbor Municipal Airport,Ann Arbor,Michigan,US,839,42.22299957,-83.74559784,America/Detroit
KARG,ARG,Walnut Ridge Regional Airport,Walnut Ridge,Arkansas,US,279,36.1246667,-90.9251111,America/Chicago
KARR,AUZ,Aurora Municipal Airport,Chicago/Aurora,Illinois,US,712,41.77190018,-88.47570038,America/Chicago
KART,ART,Watertown International Airport,Watertown,New-York,US,325,43.9919014,-76.021698,America/New_York
KARV,ARV,Lakeland-Noble F. Lee Memorial field,Minocqua-Woodruff,Wisconsin,US,1629,45.92789841,-89.73090363,America/Chicago
KARW,BFT,Beaufort County Airport,Beaufort,South-Carolina,US,10,32.41220093,-80.63439941,America/New_York
KASE,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,Colorado,US,7820,39.22320175,-106.8690033,America/Denver
KASH,ASH,Boire Field,Nashua,New-Hampshire,US,199,42.78170013,-71.51480103,America/New_York
KASL,ASL,Harrison County Airport,Marshall,Texas,US,357,32.52050018,-94.30780029,America/Chicago
KASN,ASN,Talladega Municipal Airport,Talladega,Alabama,US,529,33.56990051,-86.05090332,America/Chicago
KAST,AST,Astoria Regional Airport,Astoria,Oregon,US,15,46.15800095,-123.8789978,America/Los_Angeles
KASX,ASX,John F Kennedy Memorial Airport,Ashland,Wisconsin,US,827,46.54850006,-90.91899872,America/Chicago
KASY,ASY,Ashley Municipal Airport,Ashley,North-Dakota,US,2032,46.02389908,-99.3526001,America/Chicago
KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,US,1026,33.63669968,-84.42810059,America/New_York
KATS,ATS,Artesia Municipal Airport,Artesia,New-Mexico,US,3541,32.85250092,-104.4680023,America/Denver
KATW,ATW,Outagamie County Regional Airport,Appleton,Wisconsin,US,918,44.2580986,-88.51909637,America/Chicago
KATY,ATY,Watertown Regional Airport,Watertown,South-Dakota,US,1749,44.91400146,-97.15470123,America/Chicago
KAUG,AUG,Augusta State Airport,Augusta,Maine,US,352,44.3205986,-69.79730225,America/New_York
KAUM,AUM,Austin Municipal Airport,Austin,Minnesota,US,1234,43.66500092,-92.93340302,America/Chicago
KAUN,AUN,Auburn Municipal Airport,Auburn,California,US,1539,38.95479965,-121.0820007,America/Los_Angeles
KAUO,AUO,Auburn Opelika Robert G. Pitts Airport,Auburn,Alabama,US,777,32.61510086,-85.43399811,America/Chicago
KAUS,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.19449997,-97.66989899,America/Chicago
KAUW,AUW,Wausau Downtown Airport,Wausau,Wisconsin,US,1201,44.92620087,-89.62660217,America/Chicago
KAVL,AVL,Asheville Regional Airport,Asheville,North-Carolina,US,2165,35.43619919,-82.54180145,America/New_York
KAVO,AVO,Avon Park Executive Airport,Avon Park,Florida,US,160,27.59119987,-81.52780151,America/New_York
KAVP,AVP,Wilkes Barre Scranton International Airport,Wilkes-Barre/Scranton,Pennsylvania,US,962,41.33850098,-75.7233963,America/New_York
KAVQ,AVW,Marana Regional Airport,Tucson,Arizona,US,2031,32.4095993,-111.2180023,America/Phoenix
KAWM,AWM,West Memphis Municipal Airport,West Memphis,Arkansas,US,212,35.13510132,-90.23439789,America/Chicago
KAXA,AXG,Algona Municipal Airport,Algona,Iowa,US,1219,43.07789993,-94.27200317,America/Chicago
KAXN,AXN,Chandler Field,Alexandria,Minnesota,US,1425,45.86629868,-95.3946991,America/Chicago
KAXS,AXS,Altus Quartz Mountain Regional Airport,Altus,Oklahoma,US,1433,34.69639969,-99.34030151,America/Chicago
KAXV,AXV,Neil Armstrong Airport,Wapakoneta,Ohio,US,913,40.49340057,-84.29889679,America/New_York
KAXX,AXX,Angel Fire Airport,Angel Fire,New-Mexico,US,8380,36.42200089,-105.2900009,America/Denver
KAYS,AYS,Waycross Ware County Airport,Waycross,Georgia,US,142,31.24909973,-82.39550018,America/New_York
KAZO,AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,Michigan,US,874,42.23490143,-85.55210114,America/Detroit
KBAB,BAB,Beale Air Force Base,Marysville,California,US,113,39.13610077,-121.4369965,America/Los_Angeles
KBAD,BAD,Barksdale Air Force Base,Bossier City,Louisiana,US,166,32.50180054,-93.66269684,America/Chicago
KBAF,BAF,Barnes Municipal Airport,Westfield/Springfield,Massachusetts,US,271,42.15779877,-72.71559906,America/New_York
KBBB,BBB,Benson Municipal Airport,Benson,Minnesota,US,1039,45.33190155,-95.65059662,America/Chicago
KBBD,BBD,Curtis Field,Brady,Texas,US,1827,31.17930031,-99.32389832,America/Chicago
KBBG,BKG,Branson Airport,Branson,Missouri,US,1302,36.532082,-93.200544,America/Chicago
KBBP,BTN,Marlboro County Jetport H.E. Avent Field,Bennettsville,South-Carolina,US,147,34.62170029,-79.73439789,America/New_York
KBBW,BBW,Broken Bow Municipal Airport,Broken Bow,Nebraska,US,2547,41.43650055,-99.64219666,America/Chicago
KBCB,BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,Virginia,US,2132,37.20759964,-80.40779877,America/New_York
KBCE,BCE,Bryce Canyon Airport,Bryce Canyon,Utah,US,7590,37.70640183,-112.1449966,America/Denver
KBCT,BCT,Boca Raton Airport,Boca Raton,Florida,US,13,26.37849998,-80.10769653,America/New_York
KBDE,BDE,Baudette International Airport,Baudette,Minnesota,US,1086,48.72840118,-94.61219788,America/Chicago
KBDL,BDL,Bradley International Airport,Hartford,Connecticut,US,173,41.93889999,-72.68319702,America/New_York
KBDR,BDR,Igor I Sikorsky Memorial Airport,Bridgeport,Connecticut,US,9,41.16350174,-73.12619781,America/New_York
KBEC,BEC,Beech Factory Airport,Wichita,Kansas,US,1408,37.69449997,-97.21499634,America/Chicago
KBED,BED,Laurence G Hanscom Field,Bedford,Massachusetts,US,133,42.47000122,-71.28900146,America/New_York
KBEH,BEH,Southwest Michigan Regional Airport,Benton Harbor,Michigan,US,643,42.12860107,-86.42849731,America/Detroit
KBFD,BFD,Bradford Regional Airport,Bradford,Pennsylvania,US,2143,41.80310059,-78.64009857,America/New_York
KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,Nebraska,US,3967,41.87400055,-103.5960007,America/Denver
KBFI,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.52999878,-122.302002,America/Los_Angeles
KBFL,BFL,Meadows Field,Bakersfield,California,US,510,35.43360138,-119.0569992,America/Los_Angeles
KBFM,BFM,Mobile Downtown Airport,Mobile,Alabama,US,26,30.62680054,-88.06809998,America/Chicago
KBFR,BFR,Virgil I Grissom Municipal Airport,Bedford,Indiana,US,727,38.84000015,-86.44539642,America/Indiana/Indianapolis
KBGD,BGD,Hutchinson County Airport,Borger,Texas,US,3055,35.70090103,-101.3939972,America/Chicago
KBGE,BGE,Decatur County Industrial Air Park,Bainbridge,Georgia,US,141,30.9715004,-84.63739777,America/New_York
KBGM,BGM,Greater Binghamton/Edwin A Link field,Binghamton,New-York,US,1636,42.20869827,-75.97979736,America/New_York
KBGR,BGR,Bangor International Airport,Bangor,Maine,US,192,44.80739975,-68.82810211,America/New_York
KBHB,BHB,Hancock County-Bar Harbor Airport,Bar Harbor,Maine,US,83,44.45000076,-68.3615036,America/New_York
KBHM,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,Alabama,US,650,33.56290054,-86.75350189,America/Chicago
KBID,BID,Block Island State Airport,Block Island,Rhode-Island,US,108,41.16809845,-71.57779694,America/New_York
KBIE,BIE,Beatrice Municipal Airport,Beatrice,Nebraska,US,1324,40.30130005,-96.75409698,America/Chicago
KBIF,BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,Texas,US,3946,31.84950066,-106.3799973,America/Denver
KBIH,BIH,Eastern Sierra Regional Airport,Bishop,California,US,4124,37.37310028,-118.3639984,America/Los_Angeles
KBIL,BIL,Billings Logan International Airport,Billings,Montana,US,3652,45.80770111,-108.5429993,America/Denver
KBIS,BIS,Bismarck Municipal Airport,Bismarck,North-Dakota,US,1661,46.77270126,-100.7460022,America/Chicago
KBIX,BIX,Keesler Air Force Base,Biloxi,Mississippi,US,33,30.41040039,-88.92440033,America/Chicago
KBJC,BJC,Rocky Mountain Metropolitan Airport,Denver,Colorado,US,5673,39.90879822,-105.1169968,America/Denver
KBKD,BKD,Stephens County Airport,Breckenridge,Texas,US,1284,32.71900177,-98.89099884,America/Chicago
KBKE,BKE,Baker City Municipal Airport,Baker City,Oregon,US,3373,44.83729935,-117.8089981,America/Los_Angeles
KBKF,BFK,Buckley Air Force Base,Aurora,Colorado,US,5662,39.7016983,-104.7519989,America/Denver
KBKL,BKL,Burke Lakefront Airport,Cleveland,Ohio,US,583,41.51750183,-81.6832962,America/New_York
KBKT,BKT,Allen C Perkinson Blackstone Army Air Field,Blackstone,Virginia,US,439,37.07419968,-77.95749664,America/New_York
KBKW,BKW,Raleigh County Memorial Airport,Beckley,West-Virginia,US,2504,37.78730011,-81.12419891,America/New_York
KBKX,BKX,Brookings Regional Airport,Brookings,South-Dakota,US,1648,44.30479813,-96.81690216,America/Chicago
KBLF,BLF,Mercer County Airport,Bluefield,Illinois,US,2857,37.29579926,-81.20770264,America/New_York
KBLH,BLH,Blythe Airport,Blythe,California,US,399,33.61920166,-114.7170029,America/Los_Angeles
KBLI,BLI,Bellingham International Airport,Bellingham,Washington,US,170,48.7928009,-122.538002,America/Los_Angeles
KBLU,BLU,Blue Canyon Nyack Airport,Emigrant Gap,California,US,5284,39.27500153,-120.7099991,America/Los_Angeles
KBLV,BLV,Scott AFB/Midamerica Airport,Belleville,Illinois,US,459,38.54520035,-89.83519745,America/Chicago
KBMC,BMC,Brigham City Airport,Brigham City,Utah,US,4229,41.55239868,-112.0619965,America/Denver
KBMG,BMG,Monroe County Airport,Bloomington,Alabama,US,846,39.14599991,-86.61669922,America/New_York
KBMI,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington-Normal,Illinois,US,871,40.47710037,-88.91590118,America/Chicago
KBML,BML,Berlin Regional Airport,Berlin,New-Hampshire,US,1161,44.57540131,-71.17590332,America/New_York
KBMT,BMT,Beaumont Municipal Airport,Beaumont,Texas,US,32,30.07069969,-94.21579742,America/Chicago
KBNA,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.12450027,-86.67819977,America/Chicago
KBNG,BNG,Banning Municipal Airport,Banning,California,US,2219,33.92309952,-116.8509979,America/Los_Angeles
KBNL,BNL,Barnwell Regional Airport,Barnwell,South-Carolina,US,246,33.25780106,-81.38829803,America/New_York
KBNO,BNO,Burns Municipal Airport,Burns,Oregon,US,4148,43.59189987,-118.9550018,America/Los_Angeles
KBNW,BNW,Boone Municipal Airport,Boone,Iowa,US,1160,42.04959869,-93.84760284,America/Chicago
KBOI,BOI,Boise Air Terminal/Gowen field,Boise,Idaho,US,2871,43.56439972,-116.2229996,America/Boise
KBOS,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York
KBOW,BOW,Bartow Municipal Airport,Bartow,Florida,US,125,27.94339943,-81.78340149,America/New_York
KBPG,BGS,Big Spring Mc Mahon-Wrinkle Airport,Big Spring,Texas,US,2573,32.21260071,-101.5220032,America/Chicago
KBPI,BPI,Miley Memorial Field,Big Piney,Wyoming,US,6990,42.58509827,-110.1110001,America/Denver
KBPK,WMH,Ozark Regional Airport,Mountain Home,Arkansas,US,928,36.3689003,-92.47049713,America/Chicago
KBPP,BWM,Bowman Municipal Airport,Bowman,North-Dakota,US,2958,46.18700027,-103.4280014,America/Denver
KBPT,BPT,Southeast Texas Regional Airport,Beaumont/Port Arthur,Texas,US,15,29.95079994,-94.02069855,America/Chicago
KBQK,BQK,Brunswick Golden Isles Airport,Brunswick,Georgia,US,26,31.25880051,-81.46649933,America/New_York
KBRD,BRD,Brainerd Lakes Regional Airport,Brainerd,Minnesota,US,1232,46.39830017,-94.13809967,America/Chicago
KBRL,BRL,Southeast Iowa Regional Airport,Burlington,Iowa,US,698,40.78319931,-91.12550354,America/Chicago
KBRO,BRO,Brownsville South Padre Island International Airport,Brownsville,Texas,US,22,25.90679932,-97.42590332,America/Chicago
KBRY,BRY,Samuels Field,Bardstown,Kentucky,US,669,37.81430054,-85.49960327,America/New_York
KBTF,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.86940002,-111.927002,America/Denver
KBTL,BTL,W K Kellogg Airport,Battle Creek,Michigan,US,952,42.30730057,-85.25150299,America/Detroit
KBTM,BTM,Bert Mooney Airport,Butte,Montana,US,5550,45.95479965,-112.4970016,America/Denver
KBTR,BTR,Baton Rouge Metropolitan Ryan Field,Baton Rouge,Louisiana,US,70,30.53319931,-91.14959717,America/Chicago
KBTV,BTV,Burlington International Airport,Burlington,Vermont,US,335,44.47190094,-73.15329742,America/New_York
KBTY,BTY,Beatty Airport,Beatty,Nevada,US,3170,36.86109924,-116.7870026,America/Los_Angeles
KBUB,BUB,Cram Field,Burwell,Nebraska,US,2182,41.77669907,-99.14969635,America/Chicago
KBUF,BUF,Buffalo Niagara International Airport,Buffalo,New-York,US,728,42.94049835,-78.73220062,America/New_York
KBUM,BUM,Butler Memorial Airport,Butler,Missouri,US,892,38.28979874,-94.34010315,America/Chicago
KBUR,BUR,Bob Hope Airport,Burbank,California,US,778,34.20069885,-118.3590012,America/Los_Angeles
KBVI,BFP,Beaver County Airport,Beaver Falls,Pennsylvania,US,1253,40.77249908,-80.3914032,America/New_York
KBVO,BVO,Bartlesville Municipal Airport,Bartlesville,Oklahoma,US,711,36.76250076,-96.01119995,America/Chicago
KBVU,BLD,Boulder City Municipal Airport,Boulder City,Nevada,US,2201,35.94749832,-114.8610001,America/Los_Angeles
KBVX,BVX,Batesville Regional Airport,Batesville,Arkansas,US,465,35.7262001,-91.64730072,America/Chicago
KBVY,BVY,Beverly Municipal Airport,Beverly,Massachusetts,US,107,42.58420181,-70.91649628,America/New_York
KBWC,BWC,Brawley Municipal Airport,Brawley,California,US,-128,32.99290085,-115.5169983,America/Los_Angeles
KBWD,BWD,Brownwood Regional Airport,Brownwood,Texas,US,1387,31.79360008,-98.95649719,America/Chicago
KBWG,BWG,Bowling Green Warren County Regional Airport,Bowling Green,Kentucky,US,547,36.96450043,-86.41970062,America/Chicago
KBWI,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York
KBWP,WAH,Harry Stern Airport,Wahpeton,North-Dakota,US,968,46.24409866,-96.60739899,America/Chicago
KBXA,BXA,George R Carr Memorial Air Field,Bogalusa,Louisiana,US,119,30.81369972,-89.86499786,America/Chicago
KBXK,BXK,Buckeye Municipal Airport,Buckeye,Arizona,US,1033,33.42039871,-112.685997,America/Phoenix
KBYS,BYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,California,US,2350,35.2804985,-116.6299973,America/Los_Angeles
KBYY,BBC,Bay City Municipal Airport,Bay City,Texas,US,45,28.97330093,-95.8635025,America/Chicago
KBZN,BZN,Gallatin Field,Bozeman,Montana,US,4473,45.77750015,-111.1529999,America/Denver
KCAD,CAD,Wexford County Airport,Cadillac,Michigan,US,1307,44.27529907,-85.41889954,America/Detroit
KCAE,CAE,Columbia Metropolitan Airport,Columbia,South-Carolina,US,236,33.93880081,-81.11949921,America/New_York
KCAK,CAK,Akron Canton Regional Airport,Akron,Ohio,US,1228,40.91609955,-81.44219971,America/New_York
KCAO,CAO,Clayton Municipal Airpark,Clayton,New-Mexico,US,4965,36.44620132,-103.1669998,America/Denver
KCBE,CBE,Greater Cumberland Regional Airport,Cumberland,West-Virginia,US,775,39.61539841,-78.7609024,America/New_York
KCBF,CBF,Council Bluffs Municipal Airport,Council Bluffs,Iowa,US,1253,41.25920105,-95.76059723,America/Chicago
KCBK,CBK,Shalz Field,Colby,Kansas,US,3187,39.42750168,-101.0469971,America/Chicago
KCBM,CBM,Columbus Air Force Base,Columbus,Mississippi,US,219,33.64379883,-88.44380188,America/Chicago
KCCB,CCB,Cable Airport,Upland,California,US,1444,34.11159897,-117.6880035,America/Los_Angeles
KCCR,CCR,Buchanan Field,Concord,California,US,26,37.98970032,-122.0569992,America/Los_Angeles
KCCY,CCY,Northeast Iowa Regional Airport,Charles City,Iowa,US,1125,43.07260132,-92.6108017,America/Chicago
KCDA,LLX,Caledonia County Airport,Lyndonville,Vermont,US,1188,44.56909943,-72.01799774,America/New_York
KCDC,CDC,Cedar City Regional Airport,Cedar City,Utah,US,5622,37.70100021,-113.098999,America/Denver
KCDH,CDH,Harrell Field,Camden,Arkansas,US,130,33.62279892,-92.76339722,America/Chicago
KCDK,CDK,George T Lewis Airport,Cedar Key,Florida,US,11,29.13525676,-83.04839015,America/Kentucky/Monticello
KCDN,CDN,Woodward Field,Camden,New-York,US,302,34.28359985,-80.56490326,America/New_York
KCDR,CDR,Chadron Municipal Airport,Chadron,Nebraska,US,3297,42.83760071,-103.0950012,America/Denver
KCDS,CDS,Childress Municipal Airport,Childress,Texas,US,1954,34.43379974,-100.288002,America/Chicago
KCDW,CDW,Essex County Airport,Caldwell,New-Jersey,US,173,40.87519836,-74.28140259,America/New_York
KCEC,CEC,Jack Mc Namara Field Airport,Crescent City,California,US,61,41.78020096,-124.2369995,America/Los_Angeles
KCEF,CEF,Westover ARB/Metropolitan Airport,Springfield/Chicopee,Massachusetts,US,241,42.19400024,-72.53479767,America/New_York
KCEZ,CEZ,Cortez Municipal Airport,Cortez,Colorado,US,5918,37.3030014,-108.6279984,America/Denver
