aircraft_id,aircraft_manufacturer,model,msn,delivery_date,first_flight_date,build_year,current_status
32024,Airbus,A320,4402,09-08-10,08-02-10,2010,Active
5460,Airbus,A320,4404,09-29-10,08-27-10,2010,Active
23027,Airbus,A320,4405,09-16-10,08-24-10,2010,Stored
1181,Airbus,A320,4407,09-09-10,08-25-10,2010,Active
8704,Airbus,A320,4408,09-27-10,08-26-10,2010,Active
33506,Airbus,A320,4409,08-17-10,08-06-10,2010,Active
31016,Airbus,A320,4411,09-22-10,08-31-10,2010,Active
14864,Airbus,A320,4412,08-19-10,08-05-10,2010,Active
14255,Airbus,A320,4413,09-21-10,09-02-10,2010,Active
28874,Airbus,A320,4414,08-24-10,08-13-10,2010,Active
3157,Airbus,A320,4415,09-23-10,09-07-10,2010,Active
5963,Airbus,A320,4417,12-21-10,09-08-10,2010,Active
23424,Airbus,A320,4419,10-05-10,09-13-10,2010,Active
7870,Airbus,A320,4421,09-30-10,09-08-10,2010,Active
7835,Airbus,A320,4423,12-21-10,,2010,Active
13268,Airbus,A320,4424,09-28-10,09-13-10,2010,Active
13192,Airbus,A320,4426,09-30-10,09-14-10,2010,Active
12372,Airbus,A320,4429,01-13-11,,2011,Active
35597,Airbus,A320,4431,09-14-10,08-31-10,2010,Active
4525,Airbus,A320,4432,09-21-10,09-02-10,2010,Active
478,Airbus,A320,4433,09-13-10,09-01-10,2010,Active
10600,Airbus,A320,4434,09-28-10,09-14-10,2010,Active
12902,Airbus,A320,4435,01-21-11,01-05-11,2011,Active
15088,Airbus,A320,4436,09-28-10,09-10-10,2010,Active
7663,Airbus,A320,4438,09-30-10,09-17-10,2010,Active
27188,Airbus,A320,4439,09-15-10,09-07-10,2010,Active
18848,Airbus,A320,4440,09-29-10,09-16-10,2010,Active
19566,Airbus,A320,4441,10-06-10,09-21-10,2010,Active
19174,Airbus,A320,4442,10-12-10,09-22-10,2010,Active
27840,Airbus,A320,4443,10-14-10,09-27-10,2010,Active
3696,Airbus,A320,4445,10-14-10,09-24-10,2010,Active
23722,Airbus,A320,4446,09-27-10,09-09-10,2010,Active
23742,Airbus,A320,4447,10-28-10,09-28-10,2010,Active
25396,Airbus,A320,4448,09-27-10,09-20-10,2010,Active
8729,Airbus,A320,4449,09-24-10,09-17-10,2010,Active
5400,Airbus,A320,4450,10-20-10,09-30-10,2010,Written Off
35278,Airbus,A320,4453,10-20-10,10-01-10,2010,Active
26616,Airbus,A320,4454,10-25-10,10-06-10,2010,Active
476,Airbus,A320,4456,02-17-11,,2011,Active
16571,Airbus,A320,4457,09-30-10,09-22-10,2010,Active
11168,Airbus,A320,4458,10-27-10,10-01-10,2010,Active
40013,Airbus,A320,4459,10-14-10,09-29-10,2010,Active
10762,Airbus,A320,4460,10-26-10,10-07-10,2010,Active
13468,Airbus,A320,4462,10-27-10,10-11-10,2010,Active
33507,Airbus,A320,4463,10-12-10,09-30-10,2010,Active
13406,Airbus,A320,4464,10-28-10,10-14-10,2010,Active
15692,Airbus,A320,4465,10-19-10,09-21-10,2010,Active
31570,Airbus,A320,4466,10-29-10,10-13-10,2010,Active
33480,Airbus,A320,4468,10-21-10,10-05-10,2010,Active
14120,Airbus,A320,4469,11-09-10,10-06-10,2010,Active
8285,Airbus,A320,4471,11-05-10,10-15-10,2010,Active
15117,Airbus,A320,4473,02-24-11,01-24-11,2011,Active
10406,Airbus,A320,4474,11-05-10,10-18-10,2010,Active
29580,Airbus,A320,4475,10-15-10,10-07-10,2010,Active
19234,Airbus,A320,4476,10-22-10,10-13-10,2010,Active
25455,Airbus,A320,4477,11-05-10,10-20-10,2010,Active
29190,Airbus,A320,4478,11-15-10,10-25-10,2010,Active
20198,Airbus,A320,4479,11-03-10,10-22-10,2010,Active
29995,Airbus,A320,4480,10-29-10,10-18-10,2010,Active
14851,Airbus,A320,4481,11-10-10,10-25-10,2010,Active
29068,Airbus,A320,4482,04-28-11,01-30-11,2011,Active
30547,Airbus,A320,4483,11-03-10,10-08-10,2010,Active
22803,Airbus,A320,4484,11-26-10,10-26-10,2010,Active
7610,Airbus,A320,4485,12-21-10,10-15-10,2010,Active
24711,Airbus,A320,4486,11-15-10,10-28-10,2010,Active
12879,Airbus,A320,4487,11-04-10,10-27-10,2010,Active
13693,Airbus,A320,4488,10-29-10,10-21-10,2010,Active
21965,Airbus,A320,4489,11-23-10,10-21-10,2010,Active
20865,Airbus,A320,4490,11-12-10,11-03-10,2010,Stored
11192,Airbus,A320,4491,11-22-10,11-04-10,2010,Active
19930,Airbus,A320,4492,12-21-10,10-22-10,2010,Active
28350,Airbus,A320,4493,11-24-10,10-22-10,2010,Active
25540,Airbus,A320,4495,11-10-10,11-01-10,2010,Active
11341,Airbus,A320,4496,11-29-10,11-03-10,2010,Active
16178,Airbus,A320,4497,11-24-10,,2010,Active
28990,Airbus,A320,4498,11-12-10,11-02-10,2010,Active
27103,Airbus,A320,4499,03-09-11,,2011,Active
7513,Airbus,A320,4501,12-13-10,11-12-10,2010,Active
29085,Airbus,A320,4502,12-21-10,11-16-10,2010,Active
29079,Airbus,A320,4504,11-25-10,11-03-10,2010,Active
13469,Airbus,A320,4505,11-30-10,11-11-10,2010,Active
8867,Airbus,A320,4506,11-16-10,11-08-10,2010,Active
4356,Airbus,A320,4507,03-15-11,,2011,Active
29732,Airbus,A320,4508,12-10-10,11-15-10,2010,Active
4504,Airbus,A320,4509,11-22-10,10-28-10,2010,Active
16137,Airbus,A320,4510,12-09-10,11-19-10,2010,Active
27793,Airbus,A320,4512,11-18-10,11-10-10,2010,Active
16626,Airbus,A320,4513,12-09-10,11-19-10,2010,Active
13710,Airbus,A320,4514,12-01-10,11-15-10,2010,Active
37916,Airbus,A320,4515,12-09-10,11-23-10,2010,Active
11037,Airbus,A320,4516,11-29-10,11-23-10,2010,Active
14328,Airbus,A320,4517,12-23-10,11-26-10,2010,Active
8962,Airbus,A320,4518,11-30-10,11-22-10,2010,Active
4350,Airbus,A320,4519,12-22-10,12-03-10,2010,Active
13098,Airbus,A320,4520,12-09-10,11-17-10,2010,Active
18589,Airbus,A320,4521,12-17-10,12-17-10,2010,Stored
8790,Airbus,A320,4523,12-09-10,11-22-10,2010,Active
1034,Airbus,A320,4524,12-15-10,12-01-10,2010,Active
5545,Airbus,A320,4525,04-01-11,03-11-11,2011,Active
16138,Airbus,A320,4526,12-22-10,12-03-10,2010,Active
16572,Airbus,A320,4527,12-18-10,12-13-10,2010,Active
23911,Airbus,A320,4528,12-29-10,11-25-10,2010,Active
20271,Airbus,A320,4531,12-20-10,12-03-10,2010,Active
14692,Airbus,A320,4532,12-21-10,12-07-10,2010,Active
35281,Airbus,A320,4533,12-15-10,12-01-10,2010,Active
27741,Airbus,A320,4535,12-23-10,12-14-10,2010,Active
33545,Airbus,A320,4536,12-20-10,12-09-10,2010,Active
29618,Airbus,A320,4537,12-22-10,12-09-10,2010,Active
16909,Airbus,A320,4539,01-06-11,12-15-10,2010,Active
35279,Airbus,A320,4540,06-02-11,03-23-11,2011,Active
29680,Airbus,A320,4541,12-22-10,12-09-10,2010,Active
17908,Airbus,A320,4543,01-11-11,12-14-10,2010,Active
13708,Airbus,A320,4544,12-16-10,12-08-10,2010,Active
23855,Airbus,A320,4546,12-21-10,12-15-10,2010,Active
25372,Airbus,A320,4547,12-22-10,12-15-10,2010,Active
3775,Airbus,A320,4548,01-17-11,12-13-10,2010,Active
23874,Airbus,A320,4549,12-22-10,12-15-10,2010,Active
35284,Airbus,A320,4550,04-29-11,04-17-11,2011,Active
14289,Airbus,A320,4551,01-18-11,12-20-10,2010,Active
23870,Airbus,A320,4552,12-23-10,12-18-10,2010,Active
8827,Airbus,A320,4553,01-27-11,12-22-10,2010,Active
29229,Airbus,A320,4554,01-06-11,12-21-10,2010,Active
12704,Airbus,A320,4555,01-31-11,01-12-11,2011,Active
5110,Airbus,A320,4556,01-12-11,12-18-10,2010,Active
30162,Airbus,A320,4557,01-20-11,01-05-11,2011,Active
11651,Airbus,A320,4558,01-20-11,01-11-11,2011,Active
23965,Airbus,A320,4559,01-24-11,01-05-11,2011,Active
3826,Airbus,A320,4561,02-25-11,12-21-10,2010,Active
40381,Airbus,A320,4562,01-18-11,01-07-11,2011,Active
11185,Airbus,A320,4564,01-31-11,01-10-11,2011,Active
2423,Airbus,A320,4565,01-19-11,01-05-11,2011,Active
14223,Airbus,A320,4566,04-26-11,04-12-11,2011,Active
33551,Airbus,A320,4567,02-09-11,01-18-11,2011,Active
37960,Airbus,A320,4568,01-31-11,01-14-11,2011,Active
3825,Airbus,A320,4569,01-28-11,01-05-11,2011,Active
33565,Airbus,A320,4571,02-01-11,01-17-11,2011,Active
7645,Airbus,A320,4572,01-21-11,01-10-11,2011,Active
7607,Airbus,A320,4573,02-15-11,01-25-11,2011,Active
29028,Airbus,A320,4574,01-25-11,01-17-11,2011,Active
25582,Airbus,A320,4575,05-18-11,04-28-11,2011,Active
30324,Airbus,A320,4576,02-08-11,01-11-11,2011,Active
16910,Airbus,A320,4578,02-10-11,01-24-11,2011,Active
33538,Airbus,A320,4579,01-31-11,01-25-11,2011,Active
30392,Airbus,A320,4580,02-18-11,01-13-11,2011,Active
23806,Airbus,A320,4581,01-28-11,01-19-11,2011,Active
11588,Airbus,A320,4582,02-09-11,01-22-11,2011,Active
24925,Airbus,A320,4584,02-23-11,01-26-11,2011,Active
27106,Airbus,A320,4586,02-14-11,01-28-11,2011,Active
11776,Airbus,A320,4587,06-01-11,05-09-11,2011,Active
23751,Airbus,A320,4588,02-09-11,01-18-11,2011,Active
33580,Airbus,A320,4589,02-17-11,01-28-11,2011,Active
29757,Airbus,A320,4591,02-03-11,01-26-11,2011,Active
27673,Airbus,A320,4592,02-22-11,01-27-11,2011,Active
11039,Airbus,A320,4593,06-02-11,05-16-11,2011,Active
30562,Airbus,A320,4594,02-16-11,02-08-11,2011,Active
27815,Airbus,A320,4595,02-23-11,02-03-11,2011,Active
15690,Airbus,A320,4596,10-13-11,02-03-11,2011,Active
30486,Airbus,A320,4597,02-11-11,02-01-11,2011,Active
9243,Airbus,A320,4599,03-01-11,02-08-11,2011,Active
33578,Airbus,A320,4600,04-06-11,02-04-11,2011,Active
7124,Airbus,A320,4601,03-09-11,02-04-11,2011,Active
24670,Airbus,A320,4602,06-24-11,05-23-11,2011,Active
4509,Airbus,A320,4603,02-17-11,01-27-11,2011,Active
29849,Airbus,A320,4604,03-09-11,02-09-11,2011,Active
24189,Airbus,A320,4606,02-28-11,02-14-11,2011,Active
26184,Airbus,A320,4608,04-07-11,02-10-11,2011,Active
33571,Airbus,A320,4609,02-28-11,02-04-11,2011,Active
30549,Airbus,A320,4610,03-08-11,02-17-11,2011,Active
13709,Airbus,A320,4612,03-07-11,02-09-11,2011,Active
9334,Airbus,A320,4613,03-01-11,02-17-11,2011,Active
33576,Airbus,A320,4614,03-03-11,02-16-11,2011,Active
39489,Airbus,A320,4615,03-10-11,03-03-11,2011,Active
33564,Airbus,A320,4616,03-17-11,02-22-11,2011,Active
33568,Airbus,A320,4618,03-18-11,01-21-11,2011,Active
30579,Airbus,A320,4619,03-15-11,02-22-11,2011,Active
24672,Airbus,A320,4620,06-16-11,06-01-11,2011,Active
24192,Airbus,A320,4621,03-16-11,02-22-11,2011,Active
30423,Airbus,A320,4623,12-15-11,02-23-11,2011,Active
23272,Airbus,A320,4625,04-20-11,03-15-11,2011,Active
24191,Airbus,A320,4627,06-24-11,06-10-11,2011,Active
12914,Airbus,A320,4628,03-17-11,03-01-11,2011,Active
33596,Airbus,A320,4630,03-30-11,03-03-11,2011,Active
24377,Airbus,A320,4631,03-14-11,03-04-11,2011,Active
18734,Airbus,A320,4632,03-31-11,03-14-11,2011,Active
20292,Airbus,A320,4633,03-31-11,03-02-11,2011,Active
32018,Airbus,A320,4634,03-24-11,02-25-11,2011,Active
663,Airbus,A320,4636,03-09-11,03-01-11,2011,Active
896,Airbus,A320,4637,03-22-11,03-07-11,2011,Active
33590,Airbus,A320,4639,11-10-11,03-08-11,2011,Active
23295,Airbus,A320,4641,03-17-11,03-08-11,2011,Active
14119,Airbus,A320,4642,03-25-11,03-10-11,2011,Active
11386,Airbus,A320,4644,07-08-11,06-22-11,2011,Active
12101,Airbus,A320,4645,04-21-11,03-11-11,2011,Active
33569,Airbus,A320,4646,03-30-11,03-07-11,2011,Active
23895,Airbus,A320,4647,04-07-11,03-14-11,2011,Active
33603,Airbus,A320,4649,04-06-11,03-18-11,2011,Active
29821,Airbus,A320,4651,04-01-11,03-22-11,2011,Active
10385,Airbus,A320,4652,07-15-11,07-04-11,2011,Active
22114,Airbus,A320,4653,04-27-11,03-22-11,2011,Active
12229,Airbus,A320,4655,04-07-11,03-22-11,2011,Active
29763,Airbus,A320,4656,04-14-11,03-25-11,2011,Active
33604,Airbus,A320,4657,03-31-11,03-25-11,2011,Active
10365,Airbus,A320,4658,04-22-11,03-24-11,2011,Active
27090,Airbus,A320,4659,04-01-11,03-23-11,2011,Active
28500,Airbus,A320,4661,04-14-11,03-24-11,2011,Active
33602,Airbus,A320,4664,04-14-11,03-25-11,2011,Active
10787,Airbus,A320,4666,04-29-11,03-29-11,2011,Active
30564,Airbus,A320,4668,04-21-11,04-04-11,2011,Active
30578,Airbus,A320,4670,04-29-11,04-05-11,2011,Active
36283,Airbus,A320,4671,04-14-11,04-01-11,2011,Active
29261,Airbus,A320,4673,04-20-11,04-04-11,2011,Active
27782,Airbus,A320,4674,04-18-11,04-06-11,2011,Active
33601,Airbus,A320,4675,04-21-11,04-06-11,2011,Active
3118,Airbus,A320,4676,04-18-11,03-29-11,2011,Active
33592,Airbus,A320,4677,08-04-11,07-19-11,2011,Active
12852,Airbus,A320,4678,04-27-11,04-07-11,2011,Active
23744,Airbus,A320,4680,04-14-11,04-06-11,2011,Active
31846,Airbus,A320,4681,04-29-11,04-11-11,2011,Active
33616,Airbus,A320,4683,04-29-11,04-12-11,2011,Active
29758,Airbus,A320,4684,05-03-11,04-19-11,2011,Active
23772,Airbus,A320,4685,08-16-11,,2011,Active
40679,Airbus,A320,4686,05-10-11,04-14-11,2011,Active
12846,Airbus,A320,4687,04-26-11,04-14-11,2011,Active
23748,Airbus,A320,4688,05-10-11,04-18-11,2011,Active
29848,Airbus,A320,4689,05-06-11,04-08-11,2011,Active
19418,Airbus,A320,4690,05-30-11,04-15-11,2011,Active
4340,Airbus,A320,4692,05-12-11,04-20-11,2011,Active
28969,Airbus,A320,4694,05-17-11,04-21-11,2011,Active
19359,Airbus,A320,4696,05-18-11,04-26-11,2011,Active
4289,Airbus,A320,4697,05-06-11,04-28-11,2011,Active
27093,Airbus,A320,4699,05-20-11,04-26-11,2011,Active
15099,Airbus,A320,4700,05-24-11,04-28-11,2011,Active
16150,Airbus,A320,4701,05-12-11,05-03-11,2011,Active
23747,Airbus,A320,4702,08-23-11,08-08-11,2011,Active
34776,Airbus,A320,4704,05-19-11,04-29-11,2011,Active
26442,Airbus,A320,4707,06-09-11,05-03-11,2011,Active
29168,Airbus,A320,4708,05-06-11,05-02-11,2011,Active
10748,Airbus,A320,4709,05-23-11,05-04-11,2011,Active
33363,Airbus,A320,4711,09-02-11,08-19-11,2011,Active
29846,Airbus,A320,4712,05-26-11,05-09-11,2011,Active
29374,Airbus,A320,4714,05-25-11,05-05-11,2011,Active
321,Airbus,A320,4715,05-24-11,05-12-11,2011,Active
12366,Airbus,A320,4716,05-26-11,05-10-11,2011,Active
28575,Airbus,A320,4718,05-31-11,05-12-11,2011,Active
20877,Airbus,A320,4720,05-31-11,05-13-11,2011,Active
29906,Airbus,A320,4721,05-20-11,05-11-11,2011,Active
15556,Airbus,A320,4722,09-28-11,08-26-11,2011,Active
16174,Airbus,A320,4723,05-31-11,05-16-11,2011,Active
23302,Airbus,A320,4724,05-26-11,05-16-11,2011,Active
19360,Airbus,A320,4725,06-01-11,05-18-11,2011,Active
4512,Airbus,A320,4726,05-27-11,05-17-11,2011,Active
28910,Airbus,A320,4727,06-09-11,05-20-11,2011,Active
33718,Airbus,A320,4729,09-30-11,,2011,Active
29798,Airbus,A320,4730,07-12-11,05-25-11,2011,Active
29368,Airbus,A320,4733,06-22-11,05-24-11,2011,Active
30020,Airbus,A320,4735,06-07-11,05-26-11,2011,Active
10470,Airbus,A320,4736,06-17-11,05-25-11,2011,Active
5790,Airbus,A320,4738,06-20-11,05-27-11,2011,Active
14117,Airbus,A320,4739,10-25-11,09-22-11,2011,Active
29866,Airbus,A320,4740,06-29-11,06-24-11,2011,Active
2149,Airbus,A320,4741,06-23-11,05-30-11,2011,Active
1452,Airbus,A320,4742,06-22-11,06-03-11,2011,Active
24908,Airbus,A320,4743,06-09-11,05-30-11,2011,Active
12578,Airbus,A320,4745,06-27-11,06-07-11,2011,Active
10704,Airbus,A320,4747,06-28-11,06-06-11,2011,Active
1094,Airbus,A320,4748,10-24-11,10-11-11,2011,Active
29889,Airbus,A320,4749,06-27-11,06-06-11,2011,Active
23706,Airbus,A320,4750,06-28-11,06-08-11,2011,Active
15096,Airbus,A320,4751,07-15-11,06-10-11,2011,Active
10757,Airbus,A320,4752,06-30-11,06-09-11,2011,Active
13073,Airbus,A320,4754,07-12-11,06-15-11,2011,Active
9992,Airbus,A320,4757,06-30-11,06-14-11,2011,Active
23802,Airbus,A320,4758,07-12-11,06-16-11,2011,Active
23797,Airbus,A320,4760,10-26-11,10-17-11,2011,Active
14152,Airbus,A320,4762,07-06-11,06-17-11,2011,Active
8751,Airbus,A320,4763,07-19-11,06-21-11,2011,Active
16904,Airbus,A320,4765,07-12-11,06-23-11,2011,Active
13649,Airbus,A320,4767,07-21-11,06-23-11,2011,Active
10690,Airbus,A320,4769,11-10-11,10-26-11,2011,Active
29771,Airbus,A320,4770,07-13-11,06-25-11,2011,Active
16388,Airbus,A320,4772,07-21-11,06-29-11,2011,Active
11281,Airbus,A320,4775,07-25-11,07-01-11,2011,Active
33697,Airbus,A320,4776,11-18-11,11-02-11,2011,Active
7540,Airbus,A320,4777,07-21-11,07-04-11,2011,Active
26180,Airbus,A320,4780,07-27-11,07-07-11,2011,Active
23901,Airbus,A320,4782,07-28-11,07-08-11,2011,Active
25480,Airbus,A320,4784,08-08-11,07-08-11,2011,Active
33795,Airbus,A320,4786,08-02-11,07-12-11,2011,Active
5952,Airbus,A320,4789,08-09-11,07-13-11,2011,Active
9108,Airbus,A320,4791,08-05-11,07-15-11,2011,Active
24915,Airbus,A320,4793,08-04-11,07-18-11,2011,Active
10312,Airbus,A320,4794,07-26-11,07-14-11,2011,Active
30589,Airbus,A320,4795,08-17-11,07-27-11,2011,Active
13820,Airbus,A320,4797,08-12-11,07-26-11,2011,Active
33823,Airbus,A320,4798,07-28-11,07-20-11,2011,Active
29155,Airbus,A320,4799,11-23-11,11-10-11,2011,Active
33815,Airbus,A320,4800,08-25-11,07-27-11,2011,Active
18740,Airbus,A320,4802,08-29-11,07-28-11,2011,Active
19978,Airbus,A320,4803,08-19-11,08-09-11,2011,Active
878,Airbus,A320,4804,08-11-11,07-28-11,2011,Active
7780,Airbus,A320,4805,08-22-11,08-01-11,2011,Active
19020,Airbus,A320,4806,08-12-11,08-01-11,2011,Active
11412,Airbus,A320,4807,09-01-11,08-03-11,2011,Active
29324,Airbus,A320,4808,08-10-11,07-29-11,2011,Active
33798,Airbus,A320,4809,12-23-11,11-21-11,2011,Active
33824,Airbus,A320,4810,09-01-11,07-22-11,2011,Active
11685,Airbus,A320,4812,09-22-11,08-29-11,2011,Active
11366,Airbus,A320,4813,08-17-11,08-04-11,2011,Active
5394,Airbus,A320,4814,09-29-11,08-30-11,2011,Active
22014,Airbus,A320,4815,08-24-11,08-01-11,2011,Active
35152,Airbus,A320,4816,09-27-11,08-31-11,2011,Active
39498,Airbus,A320,4817,09-21-11,09-01-11,2011,Active
1548,Airbus,A320,4818,09-12-11,08-31-11,2011,Active
308,Airbus,A320,4820,09-23-11,09-05-11,2011,Active
13621,Airbus,A320,4821,09-30-11,09-06-11,2011,Active
25953,Airbus,A320,4823,09-30-11,09-08-11,2011,Active
4510,Airbus,A320,4825,12-13-11,11-28-11,2011,Active
33851,Airbus,A320,4827,08-31-11,08-23-11,2011,Active
36465,Airbus,A320,4828,09-29-11,09-09-11,2011,Active
30587,Airbus,A320,4829,09-27-11,09-12-11,2011,Active
30588,Airbus,A320,4831,12-21-11,12-08-11,2011,Active
10453,Airbus,A320,4832,09-08-11,08-26-11,2011,Active
4369,Airbus,A320,4833,11-18-11,09-14-11,2011,Active
29956,Airbus,A320,4835,09-13-11,09-05-11,2011,Active
17125,Airbus,A320,4836,12-23-11,12-14-11,2011,Active
16933,Airbus,A320,4839,09-14-11,08-24-11,2011,Active
16932,Airbus,A320,4840,01-12-12,01-12-12,2012,Active
29130,Airbus,A320,4844,01-19-12,01-06-12,2012,Active
27799,Airbus,A320,4845,09-21-11,09-13-11,2011,Active
30017,Airbus,A320,4848,09-29-11,09-14-11,2011,Active
25760,Airbus,A320,4849,09-29-11,09-21-11,2011,Active
4366,Airbus,A320,4851,09-30-11,09-15-11,2011,Active
32285,Airbus,A320,4852,09-29-11,09-23-11,2011,Active
10409,Airbus,A320,4853,10-19-11,09-20-11,2011,Active
7949,Airbus,A320,4854,09-29-11,09-26-11,2011,Active
36897,Airbus,A320,4855,10-06-11,09-21-11,2011,Active
32222,Airbus,A320,4857,02-09-12,01-20-12,2012,Active
22313,Airbus,A320,4858,10-18-11,09-23-11,2011,Active
16145,Airbus,A320,4860,10-19-11,09-27-11,2011,Active
7560,Airbus,A320,4861,10-26-11,10-19-11,2011,Active
25376,Airbus,A320,4862,10-17-11,09-26-11,2011,Active
4413,Airbus,A320,4864,10-27-11,09-28-11,2011,Active
10384,Airbus,A320,4865,11-14-11,11-02-11,2011,Active
7859,Airbus,A320,4866,02-17-12,02-03-12,2012,Active
36329,Airbus,A320,4867,10-18-11,09-29-11,2011,Active
23898,Airbus,A320,4868,10-11-11,09-29-11,2011,Active
16939,Airbus,A320,4869,10-25-11,10-04-11,2011,Active
16947,Airbus,A320,4870,10-06-11,09-29-11,2011,Active
309,Airbus,A320,4872,10-21-11,10-05-11,2011,Active
24678,Airbus,A320,4874,10-24-11,10-06-11,2011,Active
29026,Airbus,A320,4876,02-27-12,,2012,Active
10718,Airbus,A320,4877,10-25-11,10-07-11,2011,Active
15974,Airbus,A320,4879,10-28-11,10-12-11,2011,Active
27092,Airbus,A320,4880,10-13-11,10-10-11,2011,Active
13,Airbus,A320,4882,10-28-11,10-12-11,2011,Active
33900,Airbus,A320,4883,10-21-11,09-29-11,2011,Active
14260,Airbus,A320,4884,11-09-11,10-14-11,2011,Active
31196,Airbus,A320,4886,03-08-12,02-23-12,2012,Active
19661,Airbus,A320,4887,11-04-11,10-14-11,2011,Active
14403,Airbus,A320,4888,10-31-11,10-14-11,2011,Active
8967,Airbus,A320,4889,11-07-11,10-18-11,2011,Active
1299,Airbus,A320,4890,10-28-11,10-18-11,2011,Active
29087,Airbus,A320,4891,11-14-11,10-20-11,2011,Active
356,Airbus,A320,4892,10-27-11,10-10-11,2011,Active
15452,Airbus,A320,4894,11-15-11,10-21-11,2011,Active
25366,Airbus,A320,4895,03-16-12,03-02-12,2012,Active
30638,Airbus,A320,4896,11-17-11,10-26-11,2011,Active
30673,Airbus,A320,4897,10-27-11,10-06-11,2011,Active
11725,Airbus,A320,4899,11-18-11,10-26-11,2011,Active
12374,Airbus,A320,4900,10-27-11,10-19-11,2011,Active
30675,Airbus,A320,4902,11-17-11,10-27-11,2011,Active
30637,Airbus,A320,4903,03-28-12,03-14-12,2012,Active
15864,Airbus,A320,4904,11-17-11,10-28-11,2011,Active
4412,Airbus,A320,4905,11-08-11,11-01-11,2011,Active
30660,Airbus,A320,4906,11-30-11,11-02-11,2011,Active
24889,Airbus,A320,4907,11-17-11,11-10-11,2011,Active
16104,Airbus,A320,4908,11-23-11,11-03-11,2011,Active
30667,Airbus,A320,4909,11-24-11,11-07-11,2011,Active
20335,Airbus,A320,4911,04-12-12,03-22-12,2012,Active
4411,Airbus,A320,4912,11-25-11,11-09-11,2011,Active
36332,Airbus,A320,4913,11-29-11,11-09-11,2011,Active
2325,Airbus,A320,4914,11-11-11,10-31-11,2011,Active
30634,Airbus,A320,4915,11-29-11,11-10-11,2011,Active
31958,Airbus,A320,4917,11-10-11,11-01-11,2011,Active
30520,Airbus,A320,4918,12-01-11,11-15-11,2011,Active
30317,Airbus,A320,4919,04-17-12,03-30-12,2012,Active
16347,Airbus,A320,4920,11-30-11,11-10-11,2011,Active
1628,Airbus,A320,4921,11-16-11,10-25-11,2011,Active
15282,Airbus,A320,4922,11-08-11,11-17-11,2011,Active
25875,Airbus,A320,4924,11-14-11,11-03-11,2011,Active
36397,Airbus,A320,4926,12-18-11,11-18-11,2011,Active
37961,Airbus,A320,4927,12-08-11,11-23-11,2011,Active
30089,Airbus,A320,4928,11-21-11,10-28-11,2011,Active
24923,Airbus,A320,4929,04-25-12,,2012,Active
36382,Airbus,A320,4930,12-21-11,11-25-11,2011,Active
25876,Airbus,A320,4931,12-08-11,11-16-11,2011,Active
25410,Airbus,A320,4933,11-28-11,11-17-11,2011,Active
19356,Airbus,A320,4934,12-20-11,11-18-11,2011,Active
26634,Airbus,A320,4936,12-15-11,11-29-11,2011,Active
25872,Airbus,A320,4937,11-29-11,11-22-11,2011,Active
13713,Airbus,A320,4938,05-09-12,,2012,Active
29274,Airbus,A320,4939,12-19-11,11-30-11,2011,Active
15540,Airbus,A320,4941,11-30-11,11-25-11,2011,Active
27445,Airbus,A320,4942,12-21-11,12-01-11,2011,Active
947,Airbus,A320,4943,11-29-11,11-08-11,2011,Active
23909,Airbus,A320,4944,12-20-11,11-02-11,2011,Active
16978,Airbus,A320,4946,05-16-12,05-02-12,2012,Active
27737,Airbus,A320,4947,12-06-11,11-11-11,2011,Active
10637,Airbus,A320,4948,12-21-11,12-05-11,2011,Active
22569,Airbus,A320,4950,12-13-11,12-08-11,2011,Active
11273,Airbus,A320,4951,12-22-11,12-07-11,2011,Active
36985,Airbus,A320,4952,11-30-11,11-25-11,2011,Active
34808,Airbus,A320,4953,12-12-11,11-29-11,2011,Active
4516,Airbus,A320,4954,12-06-11,11-28-11,2011,Active
19556,Airbus,A320,4955,12-13-11,12-02-11,2011,Active
25877,Airbus,A320,4958,12-14-11,12-05-11,2011,Active
16121,Airbus,A320,4959,12-22-11,12-08-11,2011,Active
40010,Airbus,A320,4961,12-29-11,12-12-11,2011,Active
30669,Airbus,A320,4963,12-22-11,12-08-11,2011,Active
33978,Airbus,A320,4964,12-21-11,12-13-11,2011,Active
30663,Airbus,A320,4965,01-09-12,12-14-11,2011,Active
7602,Airbus,A320,4967,05-25-12,05-15-12,2012,Active
13834,Airbus,A320,4968,01-19-12,12-15-11,2011,Active
30664,Airbus,A320,4969,12-19-11,12-12-11,2011,Active
27456,Airbus,A320,4970,01-18-12,12-19-11,2011,Active
11670,Airbus,A320,4972,12-21-11,12-03-11,2011,Active
30668,Airbus,A320,4973,01-12-12,12-19-11,2011,Active
4872,Airbus,A320,4974,12-19-11,12-13-11,2011,Active
30698,Airbus,A320,4975,01-12-12,12-20-11,2011,Active
21151,Airbus,A320,4977,06-05-12,,2012,Active
16979,Airbus,A320,4978,01-19-12,12-14-11,2011,Active
5237,Airbus,A320,4979,12-23-11,12-19-11,2011,Active
3167,Airbus,A320,4980,01-23-12,01-03-12,2012,Active
30697,Airbus,A320,4981,01-11-12,12-15-11,2011,Active
14499,Airbus,A320,4982,12-29-11,12-21-11,2011,Active
2526,Airbus,A320,4983,01-19-12,12-22-11,2011,Active
24912,Airbus,A320,4984,01-11-12,12-23-11,2011,Active
29572,Airbus,A320,4985,01-20-12,01-05-12,2012,Active
